MWR,01.00
53910,106.2000,35.6633,+2845.2,TK001,16,83
Record,DateTime,10,SurTem(��),SurHum(%),SurPre(hPa),Tir(��),Rain,CloudBase(km),Vint(mm),Lqint(mm),0.000(km),0.025(km),0.050(km),0.075(km),0.100(km),0.125(km),0.150(km),0.175(km),0.200(km),0.225(km),0.250(km),0.275(km),0.300(km),0.325(km),0.350(km),0.375(km),0.400(km),0.425(km),0.450(km),0.475(km),0.500(km),0.550(km),0.600(km),0.650(km),0.700(km),0.750(km),0.800(km),0.850(km),0.900(km),0.950(km),1.000(km),1.050(km),1.100(km),1.150(km),1.200(km),1.250(km),1.300(km),1.350(km),1.400(km),1.450(km),1.500(km),1.550(km),1.600(km),1.650(km),1.700(km),1.750(km),1.800(km),1.850(km),1.900(km),1.950(km),2.000(km),2.250(km),2.500(km),2.750(km),3.000(km),3.250(km),3.500(km),3.750(km),4.000(km),4.250(km),4.500(km),4.750(km),5.000(km),5.250(km),5.500(km),5.750(km),6.000(km),6.250(km),6.500(km),6.750(km),7.000(km),7.250(km),7.500(km),7.750(km),8.000(km),8.250(km),8.500(km),8.750(km),9.000(km),9.250(km),9.500(km),9.750(km),10.000(km),QCflag
1134,2026-03-03 21:12:15,12,16.60,95.40,946.80,15.69,0,0.60,51.17,8.32,13.473,13.484,13.361,13.431,13.193,13.234,13.022,13.121,12.971,12.882,12.672,12.661,12.621,12.492,12.443,12.399,12.236,12.024,12.039,11.805,11.889,11.536,11.439,11.090,10.993,10.968,10.782,10.691,10.591,10.634,10.334,10.318,10.270,9.973,9.950,9.929,9.855,9.672,9.563,9.284,9.209,9.042,8.917,8.832,8.665,8.488,8.409,8.291,8.075,8.012,7.846,7.229,6.658,6.053,5.615,5.248,4.966,4.640,4.387,4.106,3.777,3.466,3.171,2.908,2.657,2.380,2.024,1.735,1.464,1.228,1.029,0.859,0.715,0.587,0.479,0.389,0.316,0.256,0.205,0.164,0.132,0.108,0.089,0
1135,2026-03-03 21:12:15,13,16.60,95.40,946.80,15.69,0,0.60,51.17,8.32,95.400,95.854,95.257,95.757,94.465,94.941,93.567,94.335,93.586,93.189,92.025,92.141,91.909,91.253,90.972,90.812,89.960,88.516,88.658,87.402,87.941,85.888,85.591,83.233,83.293,83.580,82.695,82.542,82.146,83.233,81.352,81.770,82.097,80.055,80.738,81.015,80.934,79.849,79.965,78.781,79.417,78.748,78.968,79.474,78.817,78.368,78.806,78.877,77.959,78.463,77.955,77.083,76.555,74.945,74.868,76.583,79.258,81.449,84.301,86.884,89.116,91.252,93.732,95.812,97.658,98.417,95.614,92.983,89.671,86.044,82.373,78.845,75.766,72.921,69.962,66.550,63.879,61.086,57.954,54.803,52.301,51.937,51.291,0
1136,2026-03-03 21:12:15,14,16.60,95.40,946.80,15.69,0,0.60,51.17,8.32,0.655,0.588,0.670,0.600,0.779,0.710,0.902,0.794,0.896,0.949,1.106,1.088,1.119,1.206,1.244,1.264,1.376,1.572,1.552,1.715,1.643,1.910,1.940,2.251,2.222,2.171,2.273,2.278,2.319,2.158,2.387,2.318,2.256,2.504,2.392,2.344,2.339,2.459,2.414,2.519,2.404,2.458,2.392,2.297,2.345,2.359,2.277,2.235,2.298,2.214,2.234,2.163,2.051,2.035,1.895,1.613,1.306,1.061,0.820,0.622,0.463,0.333,0.213,0.127,0.064,0.038,0.093,0.131,0.169,0.199,0.220,0.231,0.229,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1137,2026-03-03 21:12:30,11,16.60,95.20,946.70,15.69,0,0.59,52.14,8.48,16.600,16.535,16.486,16.484,16.413,16.381,16.354,16.344,16.284,16.240,16.176,16.139,16.128,16.077,16.062,16.032,15.968,15.947,15.940,15.851,15.866,15.757,15.674,15.622,15.466,15.371,15.265,15.156,15.079,14.929,14.836,14.726,14.584,14.516,14.338,14.248,14.142,14.056,13.849,13.610,13.347,13.188,12.918,12.661,12.486,12.248,12.008,11.768,11.533,11.305,11.076,9.956,8.776,7.628,6.487,5.114,3.764,2.347,1.016,-0.339,-1.712,-3.081,-4.509,-5.837,-7.159,-8.570,-10.142,-11.619,-13.166,-14.702,-16.202,-17.732,-19.306,-21.034,-22.774,-24.424,-26.165,-27.861,-29.572,-31.254,-32.967,-34.768,-36.577,0
1138,2026-03-03 21:12:30,12,16.60,95.20,946.70,15.69,0,0.59,52.14,8.48,13.444,13.453,13.321,13.405,13.138,13.198,12.957,13.079,12.917,12.820,12.591,12.590,12.551,12.408,12.363,12.319,12.142,11.907,11.927,11.671,11.772,11.385,11.296,10.898,10.802,10.788,10.584,10.489,10.385,10.456,10.121,10.115,10.080,9.738,9.733,9.725,9.653,9.454,9.357,9.063,9.013,8.841,8.731,8.658,8.489,8.310,8.252,8.142,7.916,7.866,7.697,7.092,6.535,5.917,5.501,5.204,4.986,4.703,4.484,4.223,3.902,3.591,3.291,3.019,2.717,2.414,2.110,1.819,1.542,1.300,1.095,0.917,0.766,0.630,0.514,0.417,0.339,0.274,0.219,0.174,0.139,0.115,0.094,0
1139,2026-03-03 21:12:30,13,16.60,95.20,946.70,15.69,0,0.59,52.14,8.48,95.200,95.640,94.978,95.583,94.086,94.695,93.120,94.052,93.227,92.766,91.462,91.655,91.439,90.680,90.425,90.270,89.314,87.701,87.882,86.460,87.132,84.820,84.586,81.859,81.915,82.274,81.249,81.048,80.626,81.921,79.746,80.235,80.655,78.242,79.057,79.433,79.356,78.129,78.324,76.984,77.809,77.076,77.399,77.992,77.298,76.791,77.412,77.531,76.500,77.106,76.548,75.697,75.206,73.312,73.400,75.987,79.637,82.630,86.245,89.449,92.160,94.652,97.385,99.595,100.000,99.979,99.784,97.608,94.633,91.246,87.778,84.398,81.348,78.368,75.217,71.479,68.579,65.496,61.930,58.376,55.496,55.058,54.267,0
1140,2026-03-03 21:12:30,14,16.60,95.20,946.70,15.69,0,0.59,52.14,8.48,0.683,0.618,0.710,0.624,0.832,0.745,0.965,0.833,0.946,1.007,1.184,1.155,1.184,1.285,1.319,1.338,1.464,1.683,1.657,1.842,1.752,2.053,2.074,2.434,2.403,2.342,2.461,2.471,2.514,2.325,2.590,2.510,2.436,2.728,2.598,2.537,2.530,2.666,2.609,2.730,2.589,2.649,2.568,2.461,2.511,2.529,2.425,2.376,2.448,2.351,2.374,2.291,2.168,2.166,2.004,1.653,1.281,0.993,0.718,0.500,0.333,0.204,0.089,0.012,0.000,0.001,0.005,0.045,0.088,0.125,0.153,0.170,0.176,0.174,0.169,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1141,2026-03-03 21:12:45,11,16.60,94.90,946.80,15.80,0,0.52,50.65,8.03,16.600,16.533,16.484,16.482,16.409,16.377,16.350,16.337,16.276,16.233,16.168,16.130,16.117,16.065,16.051,16.019,15.955,15.933,15.924,15.835,15.849,15.739,15.655,15.601,15.443,15.348,15.241,15.133,15.054,14.905,14.811,14.700,14.558,14.490,14.312,14.222,14.115,14.029,13.822,13.584,13.322,13.163,12.893,12.635,12.461,12.224,11.984,11.744,11.510,11.281,11.052,9.934,8.755,7.609,6.470,5.096,3.745,2.328,0.996,-0.359,-1.734,-3.104,-4.532,-5.860,-7.184,-8.596,-10.168,-11.646,-13.193,-14.731,-16.231,-17.761,-19.336,-21.063,-22.803,-24.453,-26.193,-27.889,-29.599,-31.281,-32.994,-34.794,-36.602,0
1142,2026-03-03 21:12:45,12,16.60,94.90,946.80,15.80,0,0.52,50.65,8.03,13.402,13.430,13.318,13.363,13.163,13.179,13.003,13.069,12.933,12.853,12.672,12.646,12.603,12.491,12.439,12.391,12.249,12.070,12.075,11.872,11.931,11.628,11.520,11.238,11.135,11.094,10.934,10.850,10.752,10.757,10.510,10.475,10.413,10.178,10.129,10.092,10.015,9.854,9.739,9.490,9.389,9.237,9.100,9.002,8.846,8.682,8.575,8.454,8.259,8.179,8.025,7.408,6.833,6.254,5.794,5.356,4.999,4.620,4.320,4.006,3.659,3.337,3.039,2.778,2.533,2.265,1.921,1.643,1.383,1.159,0.971,0.810,0.675,0.556,0.454,0.372,0.303,0.247,0.199,0.160,0.129,0.106,0.087,0
1143,2026-03-03 21:12:45,13,16.60,94.90,946.80,15.80,0,0.52,50.65,8.03,94.900,95.482,94.964,95.303,94.288,94.580,93.477,94.018,93.380,93.048,92.094,92.118,91.878,91.343,91.047,90.865,90.173,88.976,89.058,88.037,88.398,86.733,86.364,84.527,84.556,84.731,84.056,83.960,83.596,84.400,82.936,83.223,83.449,81.911,82.406,82.557,82.468,81.575,81.648,80.739,81.177,80.653,80.793,81.210,80.674,80.355,80.565,80.621,79.927,80.292,79.926,79.179,78.737,77.585,77.395,78.304,79.949,81.271,83.205,84.992,86.583,88.141,90.117,91.837,93.416,93.980,91.069,88.376,85.084,81.591,78.056,74.688,71.813,69.326,66.712,63.796,61.470,59.042,56.424,53.726,51.559,51.097,50.412,0
1144,2026-03-03 21:12:45,14,16.60,94.90,946.80,15.80,0,0.52,50.65,8.03,0.726,0.640,0.712,0.664,0.803,0.761,0.914,0.838,0.924,0.968,1.096,1.090,1.122,1.193,1.232,1.255,1.345,1.507,1.495,1.625,1.578,1.792,1.833,2.073,2.049,2.014,2.090,2.088,2.126,2.003,2.179,2.128,2.081,2.265,2.179,2.148,2.145,2.242,2.205,2.281,2.193,2.232,2.179,2.097,2.134,2.137,2.083,2.046,2.088,2.021,2.029,1.960,1.856,1.817,1.701,1.492,1.260,1.069,0.876,0.710,0.569,0.451,0.334,0.248,0.179,0.145,0.189,0.216,0.243,0.262,0.273,0.275,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1145,2026-03-03 21:13:00,11,16.60,94.70,947.10,2.89,0,3.65,47.14,7.49,16.600,16.532,16.483,16.479,16.406,16.374,16.346,16.332,16.270,16.227,16.161,16.122,16.108,16.056,16.041,16.009,15.943,15.922,15.911,15.821,15.835,15.723,15.638,15.583,15.425,15.329,15.222,15.113,15.034,14.885,14.791,14.680,14.538,14.468,14.291,14.200,14.093,14.007,13.800,13.562,13.301,13.141,12.872,12.614,12.440,12.204,11.964,11.725,11.491,11.262,11.033,9.917,8.739,7.594,6.457,5.082,3.730,2.313,0.981,-0.375,-1.750,-3.122,-4.550,-5.878,-7.203,-8.616,-10.188,-11.666,-13.215,-14.752,-16.253,-17.784,-19.359,-21.085,-22.826,-24.475,-26.215,-27.911,-29.620,-31.302,-33.015,-34.813,-36.621,0
1146,2026-03-03 21:13:00,12,16.60,94.70,947.10,2.89,0,3.65,47.14,7.49,13.374,13.384,13.308,13.306,13.196,13.162,13.075,13.073,12.973,12.924,12.806,12.752,12.711,12.646,12.592,12.551,12.455,12.359,12.353,12.225,12.239,12.063,11.950,11.830,11.711,11.635,11.530,11.448,11.361,11.285,11.144,11.076,10.981,10.872,10.775,10.707,10.628,10.515,10.378,10.161,9.991,9.844,9.662,9.515,9.365,9.206,9.035,8.883,8.715,8.579,8.432,7.741,7.083,6.503,5.954,5.399,4.905,4.429,4.030,3.648,3.262,2.914,2.598,2.332,2.091,1.846,1.561,1.333,1.125,0.946,0.795,0.666,0.558,0.465,0.385,0.321,0.265,0.219,0.180,0.148,0.121,0.099,0.081,0
1147,2026-03-03 21:13:00,13,16.60,94.70,947.10,2.89,0,3.65,47.14,7.49,94.700,95.156,94.901,94.906,94.543,94.479,94.014,94.073,93.705,93.592,93.108,92.931,92.716,92.533,92.220,92.096,91.755,91.169,91.181,90.730,90.757,90.056,89.674,89.076,89.027,88.964,88.737,88.690,88.443,88.652,88.046,88.105,88.109,87.606,87.773,87.712,87.631,87.161,87.126,86.562,86.496,86.072,85.898,85.952,85.515,85.310,84.988,84.818,84.447,84.327,84.082,82.830,81.703,80.747,79.610,79.006,78.527,78.000,77.701,77.491,77.288,77.074,77.130,77.185,77.235,76.717,74.130,71.819,69.293,66.724,64.073,61.557,59.561,58.175,56.655,55.204,53.848,52.475,51.158,49.754,48.525,47.908,47.247,0
1148,2026-03-03 21:13:00,14,16.60,94.70,947.10,2.89,0,3.65,47.14,7.49,0.754,0.686,0.720,0.719,0.767,0.775,0.839,0.830,0.878,0.891,0.955,0.977,1.006,1.028,1.070,1.085,1.128,1.206,1.204,1.259,1.256,1.342,1.386,1.462,1.454,1.454,1.475,1.471,1.496,1.455,1.524,1.507,1.493,1.550,1.512,1.511,1.511,1.560,1.545,1.589,1.571,1.604,1.598,1.566,1.597,1.596,1.607,1.601,1.616,1.605,1.607,1.615,1.596,1.559,1.533,1.442,1.348,1.255,1.161,1.064,0.962,0.870,0.773,0.691,0.618,0.561,0.546,0.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1153,2026-03-03 21:13:30,11,16.60,95.00,947.00,15.50,0,0.68,46.65,7.43,16.600,16.533,16.483,16.481,16.408,16.376,16.349,16.337,16.275,16.232,16.167,16.129,16.116,16.064,16.050,16.018,15.953,15.932,15.923,15.833,15.847,15.737,15.653,15.599,15.441,15.346,15.239,15.130,15.052,14.903,14.809,14.698,14.556,14.487,14.309,14.218,14.112,14.026,13.819,13.581,13.319,13.160,12.890,12.632,12.458,12.222,11.982,11.742,11.507,11.279,11.050,9.933,8.754,7.608,6.469,5.096,3.745,2.327,0.996,-0.360,-1.734,-3.104,-4.533,-5.860,-7.184,-8.596,-10.169,-11.646,-13.194,-14.731,-16.231,-17.762,-19.337,-21.064,-22.804,-24.454,-26.194,-27.890,-29.599,-31.281,-32.994,-34.794,-36.602,0
1154,2026-03-03 21:13:30,12,16.60,95.00,947.00,15.50,0,0.68,46.65,7.43,13.416,13.416,13.342,13.335,13.232,13.192,13.110,13.101,13.002,12.955,12.838,12.779,12.737,12.678,12.621,12.579,12.484,12.393,12.387,12.263,12.273,12.106,11.990,11.886,11.763,11.684,11.587,11.503,11.419,11.337,11.203,11.135,11.038,10.937,10.839,10.771,10.692,10.582,10.445,10.227,10.052,9.904,9.716,9.566,9.415,9.257,9.080,8.923,8.758,8.615,8.468,7.765,7.094,6.511,5.953,5.402,4.907,4.430,4.028,3.644,3.259,2.910,2.592,2.326,2.085,1.841,1.559,1.332,1.128,0.951,0.801,0.673,0.566,0.472,0.391,0.327,0.270,0.223,0.184,0.152,0.124,0.102,0.083,0
1155,2026-03-03 21:13:30,13,16.60,95.00,947.00,15.50,0,0.68,46.65,7.43,95.000,95.384,95.144,95.103,94.784,94.682,94.249,94.251,93.883,93.789,93.314,93.093,92.862,92.717,92.381,92.256,91.919,91.366,91.369,90.948,90.942,90.301,89.900,89.405,89.335,89.252,89.080,89.027,88.798,88.966,88.420,88.479,88.468,88.031,88.201,88.133,88.056,87.612,87.591,87.026,86.927,86.495,86.286,86.320,85.874,85.688,85.321,85.110,84.771,84.583,84.353,83.004,81.754,80.783,79.524,78.982,78.475,77.942,77.571,77.329,77.116,76.866,76.857,76.873,76.892,76.387,73.885,71.673,69.351,66.926,64.439,62.085,60.207,58.871,57.426,56.059,54.735,53.448,52.156,50.842,49.665,48.972,48.310,0
1156,2026-03-03 21:13:30,14,16.60,95.00,947.00,15.50,0,0.68,46.65,7.43,0.711,0.654,0.686,0.692,0.734,0.747,0.806,0.805,0.854,0.864,0.927,0.955,0.986,1.003,1.049,1.064,1.106,1.180,1.179,1.230,1.232,1.310,1.357,1.419,1.415,1.418,1.431,1.429,1.452,1.417,1.478,1.461,1.450,1.498,1.461,1.461,1.461,1.507,1.491,1.536,1.523,1.558,1.555,1.527,1.560,1.557,1.573,1.572,1.584,1.581,1.581,1.600,1.593,1.558,1.541,1.445,1.352,1.259,1.169,1.073,0.971,0.879,0.783,0.702,0.628,0.570,0.552,0.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1157,2026-03-03 21:13:45,11,16.60,95.00,947.10,15.30,0,0.77,47.16,7.59,16.600,16.533,16.484,16.482,16.409,16.377,16.350,16.338,16.277,16.234,16.169,16.131,16.118,16.067,16.052,16.021,15.956,15.935,15.926,15.837,15.851,15.741,15.657,15.604,15.446,15.351,15.244,15.135,15.057,14.908,14.814,14.703,14.561,14.493,14.315,14.224,14.118,14.032,13.825,13.587,13.324,13.166,12.895,12.638,12.464,12.227,11.987,11.747,11.512,11.284,11.055,9.937,8.758,7.611,6.472,5.099,3.748,2.330,0.999,-0.356,-1.730,-3.101,-4.529,-5.856,-7.180,-8.592,-10.165,-11.641,-13.189,-14.726,-16.226,-17.757,-19.331,-21.059,-22.799,-24.449,-26.189,-27.885,-29.595,-31.277,-32.990,-34.790,-36.598,0
1158,2026-03-03 21:13:45,12,16.60,95.00,947.10,15.30,0,0.77,47.16,7.59,13.416,13.426,13.344,13.341,13.225,13.188,13.093,13.090,12.983,12.931,12.804,12.746,12.700,12.632,12.573,12.526,12.424,12.317,12.310,12.173,12.186,11.995,11.873,11.742,11.625,11.552,11.448,11.369,11.282,11.212,11.065,11.002,10.911,10.795,10.704,10.639,10.560,10.444,10.311,10.095,9.929,9.785,9.606,9.468,9.318,9.163,8.995,8.846,8.679,8.550,8.405,7.728,7.085,6.518,5.979,5.422,4.927,4.449,4.051,3.668,3.282,2.933,2.616,2.349,2.108,1.861,1.573,1.342,1.132,0.951,0.799,0.668,0.560,0.466,0.386,0.321,0.265,0.219,0.180,0.148,0.121,0.099,0.081,0
1159,2026-03-03 21:13:45,13,16.60,95.00,947.10,15.30,0,0.77,47.16,7.59,95.000,95.451,95.154,95.140,94.732,94.646,94.117,94.164,93.742,93.606,93.053,92.843,92.580,92.371,92.017,91.850,91.458,90.787,90.785,90.262,90.278,89.458,89.001,88.303,88.257,88.213,87.986,87.957,87.701,87.956,87.301,87.396,87.421,86.862,87.072,87.017,86.943,86.441,86.431,85.868,85.832,85.425,85.278,85.404,84.962,84.795,84.489,84.349,83.981,83.918,83.698,82.580,81.629,80.842,79.866,79.261,78.786,78.260,78.001,77.807,77.625,77.435,77.526,77.626,77.702,77.202,74.546,72.179,69.576,66.914,64.177,61.594,59.548,58.124,56.603,55.109,53.716,52.354,51.002,49.558,48.346,47.748,47.147,0
1160,2026-03-03 21:13:45,14,16.60,95.00,947.10,15.30,0,0.77,47.16,7.59,0.711,0.645,0.685,0.687,0.741,0.752,0.825,0.817,0.873,0.890,0.963,0.990,1.026,1.051,1.099,1.120,1.169,1.259,1.259,1.323,1.322,1.424,1.479,1.567,1.558,1.555,1.575,1.568,1.594,1.547,1.622,1.599,1.582,1.645,1.601,1.599,1.598,1.650,1.631,1.674,1.651,1.682,1.670,1.630,1.661,1.655,1.663,1.653,1.667,1.649,1.648,1.640,1.604,1.553,1.516,1.426,1.333,1.242,1.147,1.050,0.949,0.858,0.760,0.679,0.606,0.551,0.538,0.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1165,2026-03-03 21:14:15,11,16.60,95.20,946.70,15.90,0,0.46,46.93,7.65,16.600,16.534,16.485,16.484,16.411,16.380,16.353,16.342,16.282,16.239,16.174,16.137,16.125,16.074,16.060,16.029,15.965,15.944,15.936,15.848,15.862,15.753,15.670,15.618,15.461,15.366,15.260,15.151,15.074,14.924,14.831,14.720,14.578,14.510,14.332,14.242,14.136,14.050,13.843,13.604,13.341,13.183,12.912,12.655,12.481,12.243,12.003,11.763,11.528,11.300,11.070,9.952,8.771,7.624,6.484,5.111,3.760,2.343,1.012,-0.343,-1.715,-3.085,-4.513,-5.841,-7.163,-8.575,-10.147,-11.623,-13.170,-14.707,-16.207,-17.737,-19.311,-21.039,-22.779,-24.429,-26.170,-27.866,-29.576,-31.259,-32.972,-34.773,-36.581,0
1166,2026-03-03 21:14:15,12,16.60,95.20,946.70,15.90,0,0.46,46.93,7.65,13.444,13.456,13.371,13.369,13.246,13.211,13.107,13.108,12.997,12.943,12.806,12.747,12.699,12.630,12.567,12.521,12.412,12.295,12.291,12.147,12.164,11.962,11.839,11.700,11.586,11.520,11.416,11.339,11.254,11.195,11.039,10.986,10.899,10.777,10.696,10.636,10.561,10.441,10.312,10.089,9.925,9.779,9.600,9.467,9.312,9.158,8.990,8.841,8.670,8.543,8.399,7.720,7.080,6.516,5.981,5.424,4.928,4.449,4.051,3.669,3.283,2.934,2.616,2.350,2.108,1.860,1.569,1.337,1.125,0.944,0.791,0.660,0.553,0.460,0.381,0.317,0.261,0.216,0.178,0.146,0.120,0.098,0.080,0
1167,2026-03-03 21:14:15,13,16.60,95.20,946.70,15.90,0,0.46,46.93,7.65,95.200,95.664,95.335,95.336,94.868,94.800,94.201,94.271,93.810,93.669,93.033,92.812,92.529,92.311,91.931,91.767,91.319,90.572,90.587,90.003,90.052,89.142,88.672,87.908,87.888,87.886,87.659,87.643,87.400,87.738,87.008,87.178,87.239,86.619,86.911,86.902,86.852,86.315,86.345,85.729,85.714,85.277,85.135,85.308,84.817,84.662,84.361,84.219,83.813,83.773,83.552,82.426,81.494,80.756,79.827,79.222,78.728,78.189,77.928,77.739,77.559,77.369,77.453,77.549,77.593,77.069,74.259,71.786,69.084,66.283,63.438,60.780,58.694,57.253,55.776,54.283,52.884,51.575,50.222,48.792,47.655,47.098,46.600,0
1168,2026-03-03 21:14:15,14,16.60,95.20,946.70,15.90,0,0.46,46.93,7.65,0.683,0.614,0.659,0.659,0.722,0.730,0.813,0.803,0.864,0.881,0.966,0.995,1.033,1.060,1.111,1.132,1.189,1.289,1.287,1.359,1.354,1.468,1.524,1.622,1.609,1.600,1.619,1.611,1.635,1.576,1.661,1.628,1.606,1.677,1.623,1.615,1.611,1.668,1.643,1.692,1.666,1.700,1.688,1.642,1.679,1.671,1.678,1.668,1.686,1.666,1.664,1.656,1.617,1.562,1.520,1.430,1.338,1.247,1.152,1.055,0.953,0.861,0.764,0.682,0.610,0.555,0.545,0.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1169,2026-03-03 21:14:30,11,16.60,95.20,947.00,16.10,0,0.31,48.52,8.02,16.600,16.534,16.485,16.484,16.411,16.380,16.353,16.342,16.282,16.239,16.174,16.137,16.125,16.074,16.060,16.029,15.965,15.944,15.936,15.848,15.862,15.753,15.670,15.618,15.461,15.366,15.260,15.151,15.074,14.924,14.831,14.720,14.578,14.510,14.332,14.242,14.136,14.050,13.843,13.604,13.341,13.183,12.912,12.655,12.481,12.243,12.003,11.763,11.528,11.300,11.070,9.952,8.771,7.624,6.484,5.111,3.760,2.343,1.012,-0.343,-1.715,-3.085,-4.513,-5.841,-7.163,-8.575,-10.147,-11.623,-13.170,-14.707,-16.207,-17.737,-19.311,-21.039,-22.779,-24.429,-26.170,-27.866,-29.576,-31.259,-32.972,-34.773,-36.581,0
1170,2026-03-03 21:14:30,12,16.60,95.20,947.00,16.10,0,0.31,48.52,8.02,13.444,13.449,13.342,13.362,13.195,13.182,13.034,13.066,12.936,12.868,12.695,12.648,12.597,12.505,12.441,12.391,12.256,12.095,12.096,11.912,11.952,11.683,11.559,11.342,11.242,11.199,11.075,11.003,10.919,10.906,10.702,10.674,10.607,10.430,10.379,10.339,10.269,10.129,10.014,9.777,9.646,9.497,9.339,9.233,9.072,8.919,8.780,8.646,8.462,8.362,8.216,7.576,6.980,6.424,5.932,5.414,4.967,4.524,4.166,3.812,3.443,3.107,2.800,2.538,2.297,2.041,1.721,1.465,1.230,1.027,0.858,0.714,0.596,0.492,0.405,0.334,0.274,0.225,0.183,0.149,0.122,0.100,0.082,0
1171,2026-03-03 21:14:30,13,16.60,95.20,947.00,16.10,0,0.31,48.52,8.02,95.200,95.609,95.131,95.283,94.501,94.590,93.676,93.965,93.374,93.121,92.227,92.094,91.785,91.398,91.009,90.812,90.171,89.100,89.146,88.266,88.486,87.065,86.578,85.217,85.272,85.438,85.043,85.051,84.794,85.473,84.353,84.701,84.904,83.833,84.333,84.472,84.454,83.740,83.851,83.081,83.299,82.818,82.819,83.192,82.633,82.448,82.387,82.355,81.795,81.994,81.736,80.889,80.342,79.614,79.172,79.074,79.363,79.507,80.153,80.783,81.352,81.922,82.894,83.772,84.551,84.550,81.418,78.665,75.486,72.130,68.815,65.744,63.249,61.293,59.385,57.235,55.414,53.739,51.840,49.869,48.450,47.941,47.505,0
1172,2026-03-03 21:14:30,14,16.60,95.20,947.00,16.10,0,0.31,48.52,8.02,0.683,0.622,0.688,0.666,0.774,0.760,0.887,0.845,0.925,0.958,1.078,1.094,1.136,1.186,1.238,1.263,1.346,1.491,1.484,1.596,1.567,1.749,1.806,1.983,1.956,1.923,1.963,1.949,1.973,1.868,2.000,1.943,1.900,2.027,1.943,1.915,1.905,1.981,1.943,2.006,1.948,1.984,1.951,1.879,1.920,1.912,1.890,1.865,1.896,1.849,1.848,1.801,1.718,1.654,1.569,1.440,1.298,1.171,1.036,0.910,0.792,0.688,0.580,0.493,0.421,0.374,0.394,0.398,0.400,0.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
1173,2026-03-03 21:14:45,11,16.60,95.00,946.70,16.10,0,0.31,53.55,6.66,16.600,16.533,16.484,16.482,16.409,16.377,16.350,16.338,16.277,16.234,16.169,16.131,16.119,16.067,16.053,16.021,15.957,15.935,15.927,15.838,15.852,15.742,15.658,15.604,15.447,15.352,15.245,15.136,15.058,14.909,14.815,14.705,14.563,14.494,14.316,14.226,14.119,14.033,13.826,13.588,13.326,13.167,12.897,12.639,12.465,12.228,11.988,11.748,11.513,11.285,11.056,9.938,8.759,7.612,6.473,5.099,3.749,2.331,1.000,-0.355,-1.729,-3.100,-4.528,-5.855,-7.179,-8.591,-10.163,-11.640,-13.188,-14.725,-16.225,-17.756,-19.330,-21.057,-22.798,-24.448,-26.188,-27.884,-29.594,-31.276,-32.989,-34.789,-36.597,0
1174,2026-03-03 21:14:45,12,16.60,95.00,946.70,16.10,0,0.31,53.55,6.66,13.416,13.299,13.110,13.260,12.853,12.996,12.614,12.838,12.624,12.488,12.137,12.177,12.139,11.938,11.895,11.862,11.595,11.229,11.277,10.901,11.104,10.518,10.469,9.839,9.780,9.850,9.590,9.493,9.406,9.651,9.140,9.234,9.278,8.740,8.861,8.945,8.900,8.628,8.596,8.209,8.257,8.037,7.976,7.963,7.749,7.551,7.577,7.484,7.195,7.196,7.006,6.412,5.885,5.204,4.865,4.823,4.841,4.716,4.618,4.424,4.129,3.788,3.374,3.026,2.713,2.410,2.106,1.853,1.618,1.412,1.214,1.028,0.866,0.714,0.585,0.475,0.386,0.313,0.248,0.196,0.157,0.129,0.105,0
1175,2026-03-03 21:14:45,13,16.60,95.00,946.70,16.10,0,0.31,53.55,6.66,95.000,94.549,93.481,94.561,92.064,93.266,90.676,92.349,91.141,90.396,88.198,88.693,88.487,87.289,87.054,86.978,85.350,82.762,83.160,80.826,82.254,78.439,78.471,73.988,74.245,75.213,73.702,73.440,73.113,75.707,72.106,73.343,74.337,70.317,72.070,73.155,73.268,71.404,72.053,69.826,71.377,70.160,70.797,71.821,70.649,69.872,71.163,71.358,69.616,70.627,69.763,68.515,67.800,64.542,64.973,70.495,77.400,82.940,88.920,93.843,97.656,100.000,100.000,100.000,100.000,99.979,99.784,99.638,99.492,99.346,97.581,94.816,92.112,89.019,85.875,81.542,78.212,74.908,70.304,65.824,62.516,61.898,61.150,0
