MWR,01.00
53910,106.2000,35.6633,+2845.2,TK001,16,83
Record,DateTime,10,SurTem(��),SurHum(%),SurPre(hPa),Tir(��),Rain,CloudBase(km),Vint(mm),Lqint(mm),0.000(km),0.025(km),0.050(km),0.075(km),0.100(km),0.125(km),0.150(km),0.175(km),0.200(km),0.225(km),0.250(km),0.275(km),0.300(km),0.325(km),0.350(km),0.375(km),0.400(km),0.425(km),0.450(km),0.475(km),0.500(km),0.550(km),0.600(km),0.650(km),0.700(km),0.750(km),0.800(km),0.850(km),0.900(km),0.950(km),1.000(km),1.050(km),1.100(km),1.150(km),1.200(km),1.250(km),1.300(km),1.350(km),1.400(km),1.450(km),1.500(km),1.550(km),1.600(km),1.650(km),1.700(km),1.750(km),1.800(km),1.850(km),1.900(km),1.950(km),2.000(km),2.250(km),2.500(km),2.750(km),3.000(km),3.250(km),3.500(km),3.750(km),4.000(km),4.250(km),4.500(km),4.750(km),5.000(km),5.250(km),5.500(km),5.750(km),6.000(km),6.250(km),6.500(km),6.750(km),7.000(km),7.250(km),7.500(km),7.750(km),8.000(km),8.250(km),8.500(km),8.750(km),9.000(km),9.250(km),9.500(km),9.750(km),10.000(km),QCflag
535,2026-03-03 20:34:45,13,17.60,100.00,979.70,29.00,0,0.30,54.14,3.46,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.980,100.000,99.947,99.972,99.863,99.758,99.890,99.896,99.774,99.758,99.632,99.557,99.566,99.260,99.299,99.243,99.030,99.219,99.117,99.086,98.749,98.653,98.097,97.856,97.381,97.039,96.902,96.436,96.254,95.759,95.395,95.140,94.687,94.371,92.538,90.470,89.234,87.415,87.429,87.393,87.460,87.344,87.598,87.829,88.052,88.263,88.565,89.005,88.799,85.859,83.294,80.895,78.174,75.364,72.518,70.206,68.870,67.334,66.262,64.802,63.435,61.986,61.014,59.684,58.936,58.522,0
536,2026-03-03 20:34:45,14,17.60,100.00,979.70,29.00,0,0.30,54.14,3.46,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.008,0.004,0.020,0.035,0.016,0.015,0.032,0.034,0.052,0.062,0.060,0.102,0.096,0.103,0.131,0.104,0.117,0.121,0.164,0.174,0.242,0.268,0.325,0.361,0.371,0.422,0.436,0.488,0.520,0.541,0.583,0.609,0.751,0.887,0.927,1.004,0.917,0.843,0.763,0.706,0.630,0.561,0.494,0.433,0.379,0.328,0.298,0.329,0.345,0.345,0.346,0.343,0.334,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
537,2026-03-03 20:35:00,11,17.60,100.00,979.50,-8.59,0,5.93,53.12,3.40,17.600,17.599,17.508,17.506,17.501,17.421,17.421,17.413,17.395,17.314,17.297,17.269,17.294,17.227,17.222,17.203,17.124,17.132,17.170,17.070,17.078,16.998,16.938,16.909,16.748,16.652,16.547,16.404,16.343,16.186,16.063,15.987,15.820,15.736,15.526,15.453,15.338,15.259,15.021,14.758,14.485,14.330,14.049,13.757,13.598,13.315,13.114,12.827,12.585,12.376,12.142,10.976,9.761,8.539,7.359,5.995,4.676,3.271,1.987,0.623,-0.678,-2.054,-3.460,-4.775,-6.074,-7.453,-9.021,-10.456,-11.996,-13.498,-14.962,-16.508,-18.063,-19.827,-21.560,-23.218,-24.997,-26.684,-28.406,-30.118,-31.838,-33.679,-35.522,0
538,2026-03-03 20:35:00,12,17.60,100.00,979.50,-8.59,0,5.93,53.12,3.40,14.994,14.992,14.912,14.910,14.906,14.834,14.835,14.827,14.811,14.740,14.724,14.700,14.722,14.663,14.659,14.642,14.573,14.580,14.614,14.526,14.533,14.464,14.411,14.387,14.248,14.166,14.077,13.957,13.905,13.775,13.648,13.585,13.437,13.350,13.201,13.126,13.028,12.926,12.725,12.457,12.216,12.045,11.795,11.563,11.397,11.180,10.982,10.745,10.563,10.369,10.187,9.282,8.394,7.661,6.948,6.358,5.819,5.299,4.844,4.420,4.020,3.609,3.224,2.903,2.619,2.330,1.976,1.699,1.451,1.234,1.050,0.884,0.746,0.622,0.518,0.436,0.360,0.299,0.246,0.205,0.168,0.137,0.112,0
539,2026-03-03 20:35:00,13,17.60,100.00,979.50,-8.59,0,5.93,53.12,3.40,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.818,99.820,99.736,99.586,99.739,99.614,99.566,99.257,99.139,98.619,98.341,97.888,97.520,97.328,96.881,96.709,96.187,95.797,95.594,95.071,94.769,92.895,90.714,89.504,87.596,87.613,87.472,87.487,87.198,87.333,87.481,87.603,87.621,87.793,88.127,87.865,85.015,82.547,80.416,77.958,75.426,72.866,70.682,69.254,67.676,66.604,65.028,63.600,62.065,61.068,59.688,58.759,58.310,0
540,2026-03-03 20:35:00,14,17.60,100.00,979.50,-8.59,0,5.93,53.12,3.40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.025,0.036,0.056,0.035,0.051,0.057,0.098,0.111,0.176,0.208,0.262,0.302,0.320,0.370,0.383,0.439,0.475,0.490,0.541,0.566,0.715,0.865,0.904,0.989,0.904,0.837,0.761,0.714,0.644,0.578,0.512,0.457,0.405,0.354,0.323,0.349,0.360,0.354,0.350,0.343,0.330,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
541,2026-03-03 20:35:15,11,17.60,100.00,979.60,26.30,0,0.30,65.51,2.57,17.600,17.599,17.508,17.506,17.501,17.421,17.421,17.413,17.395,17.314,17.297,17.269,17.294,17.227,17.222,17.203,17.124,17.132,17.170,17.070,17.078,16.998,16.938,16.909,16.748,16.652,16.547,16.404,16.343,16.186,16.063,15.987,15.820,15.736,15.526,15.453,15.338,15.259,15.021,14.758,14.485,14.330,14.049,13.757,13.598,13.315,13.114,12.827,12.585,12.376,12.142,10.976,9.761,8.539,7.359,5.995,4.676,3.271,1.987,0.623,-0.678,-2.054,-3.460,-4.775,-6.074,-7.453,-9.021,-10.456,-11.996,-13.498,-14.962,-16.508,-18.063,-19.827,-21.560,-23.218,-24.997,-26.684,-28.406,-30.118,-31.838,-33.679,-35.522,0
542,2026-03-03 20:35:15,12,17.60,100.00,979.60,26.30,0,0.30,65.51,2.57,14.994,14.759,14.524,14.769,14.247,14.490,13.973,14.362,14.104,13.911,13.487,13.607,13.630,13.342,13.340,13.353,12.981,12.507,12.646,12.102,12.452,11.659,11.753,10.736,10.589,10.639,10.119,9.803,9.626,10.027,9.030,9.146,9.205,8.064,8.289,8.431,8.320,7.790,7.790,7.099,7.361,6.993,7.014,7.041,6.751,6.426,6.675,6.558,6.117,6.174,5.883,5.111,4.431,3.377,3.128,4.172,5.163,5.543,5.555,5.061,4.596,4.120,3.679,3.307,2.972,2.651,2.320,2.051,1.795,1.573,1.381,1.202,1.039,0.877,0.743,0.633,0.533,0.451,0.380,0.319,0.262,0.216,0.176,0
543,2026-03-03 20:35:15,13,17.60,100.00,979.60,26.30,0,0.30,65.51,2.57,100.000,98.444,97.400,99.056,95.581,97.678,94.195,96.860,95.229,94.377,91.595,92.560,92.583,90.986,91.007,91.194,89.076,85.783,86.539,83.316,85.682,80.606,81.556,74.626,74.320,75.100,71.882,70.236,69.227,72.792,66.047,67.201,68.320,60.158,62.630,63.986,63.582,59.823,60.689,56.200,59.260,56.828,57.988,59.264,57.385,55.588,58.457,58.470,55.360,56.609,54.726,51.146,47.889,39.455,39.441,57.492,77.609,91.515,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.979,99.784,99.638,99.492,99.346,99.199,99.053,98.470,97.637,97.072,96.720,96.368,96.016,95.663,95.311,93.059,92.604,91.523,0
544,2026-03-03 20:35:15,14,17.60,100.00,979.60,26.30,0,0.30,65.51,2.57,0.000,0.235,0.391,0.142,0.664,0.347,0.868,0.469,0.712,0.835,1.247,1.102,1.101,1.332,1.329,1.300,1.604,2.089,1.983,2.443,2.097,2.827,2.679,3.680,3.688,3.555,3.990,4.187,0.000,3.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.497,0.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.007,0.009,0.010,0.011,0.012,0.016,0.021,0.022,0.021,0.020,0.019,0.017,0.016,0.020,0.017,0.016,0
545,2026-03-03 20:35:30,11,17.60,100.00,979.60,30.50,0,0.30,41.03,0.46,17.600,17.599,17.508,17.506,17.501,17.421,17.421,17.413,17.395,17.314,17.297,17.269,17.294,17.227,17.222,17.203,17.124,17.132,17.170,17.070,17.078,16.998,16.938,16.909,16.748,16.652,16.547,16.404,16.343,16.186,16.063,15.987,15.820,15.736,15.526,15.453,15.338,15.259,15.021,14.758,14.485,14.330,14.049,13.757,13.598,13.315,13.114,12.827,12.585,12.376,12.142,10.976,9.761,8.539,7.359,5.995,4.676,3.271,1.987,0.623,-0.678,-2.054,-3.460,-4.775,-6.074,-7.453,-9.021,-10.456,-11.996,-13.498,-14.962,-16.508,-18.063,-19.827,-21.560,-23.218,-24.997,-26.684,-28.406,-30.118,-31.838,-33.679,-35.522,0
546,2026-03-03 20:35:30,12,17.60,100.00,979.60,30.50,0,0.30,41.03,0.46,14.994,12.871,11.539,12.269,10.016,11.178,8.460,9.994,8.814,7.855,6.053,6.218,6.642,5.035,5.441,4.952,3.826,2.553,2.539,1.476,2.057,0.765,0.677,0.288,0.285,0.283,0.282,0.279,0.278,0.275,0.273,0.272,0.269,0.268,0.265,0.264,0.262,0.260,0.257,0.253,0.248,0.246,0.242,0.238,0.235,0.231,0.228,0.224,0.221,0.218,0.215,0.385,1.224,1.387,2.893,4.712,6.297,6.057,5.555,5.061,4.596,4.120,3.679,3.307,2.972,2.651,2.320,2.051,1.795,1.573,1.381,1.202,1.039,0.877,0.743,0.633,0.533,0.436,0.305,0.181,0.099,0.072,0.050,0
547,2026-03-03 20:35:30,13,17.60,100.00,979.60,30.50,0,0.30,41.03,0.46,100.000,85.849,77.384,82.288,67.199,75.352,57.027,67.401,59.511,53.289,41.107,42.299,45.118,34.337,37.120,33.821,26.257,17.511,17.371,10.160,14.155,5.290,4.696,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,3.848,13.226,16.202,36.469,64.929,94.664,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.979,99.784,99.638,99.492,99.346,99.199,99.053,98.470,97.637,97.072,96.720,96.368,92.746,76.933,53.984,35.016,30.949,26.023,0
548,2026-03-03 20:35:30,14,17.60,100.00,979.60,30.50,0,0.30,41.03,0.46,0.000,2.138,3.399,2.661,0.000,3.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.007,0.009,0.010,0.011,0.012,0.016,0.021,0.022,0.021,0.020,0.034,0.092,0.000,0.000,0.000,0.000,0
549,2026-03-03 20:35:45,11,17.60,100.00,979.70,27.89,0,0.30,64.82,1.08,17.600,17.599,17.508,17.506,17.501,17.421,17.421,17.413,17.395,17.314,17.297,17.269,17.294,17.227,17.222,17.203,17.124,17.132,17.170,17.070,17.078,16.998,16.938,16.909,16.748,16.652,16.547,16.404,16.343,16.186,16.063,15.987,15.820,15.736,15.526,15.453,15.338,15.259,15.021,14.758,14.485,14.330,14.049,13.757,13.598,13.315,13.114,12.827,12.585,12.376,12.142,10.976,9.761,8.539,7.359,5.995,4.676,3.271,1.987,0.623,-0.678,-2.054,-3.460,-4.775,-6.074,-7.453,-9.021,-10.456,-11.996,-13.498,-14.962,-16.508,-18.063,-19.827,-21.560,-23.218,-24.997,-26.684,-28.406,-30.118,-31.838,-33.679,-35.522,0
550,2026-03-03 20:35:45,12,17.60,100.00,979.70,27.89,0,0.30,64.82,1.08,14.994,14.205,13.775,14.312,13.149,13.825,12.661,13.581,13.088,12.703,11.756,12.146,12.241,11.603,11.696,11.775,11.016,9.966,10.243,9.138,9.990,8.334,8.721,6.574,6.420,6.653,5.702,5.201,4.963,5.866,4.176,4.427,4.670,2.909,3.341,3.654,3.549,2.844,3.005,2.243,2.784,2.404,2.616,2.785,2.512,2.206,2.717,2.717,2.224,2.418,2.135,1.683,1.320,0.518,0.561,2.221,4.580,5.726,5.555,5.061,4.596,4.120,3.679,3.307,2.972,2.651,2.320,2.051,1.795,1.573,1.381,1.202,1.039,0.877,0.743,0.633,0.533,0.451,0.380,0.319,0.268,0.221,0.182,0
551,2026-03-03 20:35:45,13,17.60,100.00,979.70,27.89,0,0.30,64.82,1.08,100.000,94.751,92.375,95.990,88.219,93.199,85.347,91.596,88.370,86.179,79.839,82.625,83.147,79.131,79.792,80.421,75.593,68.356,70.089,62.910,68.742,57.623,60.512,45.694,45.059,46.968,40.504,37.264,35.690,42.582,30.540,32.526,34.661,21.703,25.243,27.730,27.120,21.839,23.411,17.758,22.411,19.537,21.628,23.439,21.355,19.084,23.799,24.226,20.129,22.170,19.863,16.846,14.265,6.058,7.075,30.606,68.845,94.542,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.979,99.784,99.638,99.492,99.346,99.199,99.053,98.470,97.637,97.072,96.720,96.368,96.016,95.663,95.311,94.978,94.784,94.590,0
552,2026-03-03 20:35:45,14,17.60,100.00,979.70,27.89,0,0.30,64.82,1.08,0.000,0.793,1.146,0.603,1.770,1.017,2.191,1.256,1.736,2.053,2.992,2.574,2.501,3.084,2.986,2.889,3.585,0.000,4.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.007,0.009,0.010,0.011,0.012,0.016,0.021,0.022,0.021,0.020,0.019,0.017,0.016,0.014,0.012,0.010,0
553,2026-03-03 20:36:00,11,17.60,100.00,979.70,-8.50,0,5.92,53.59,3.23,17.600,17.599,17.508,17.506,17.501,17.421,17.421,17.413,17.395,17.314,17.297,17.269,17.294,17.227,17.222,17.203,17.124,17.132,17.170,17.070,17.078,16.998,16.938,16.909,16.748,16.652,16.547,16.404,16.343,16.186,16.063,15.987,15.820,15.736,15.526,15.453,15.338,15.259,15.021,14.758,14.485,14.330,14.049,13.757,13.598,13.315,13.114,12.827,12.585,12.376,12.142,10.976,9.761,8.539,7.359,5.995,4.676,3.271,1.987,0.623,-0.678,-2.054,-3.460,-4.775,-6.074,-7.453,-9.021,-10.456,-11.996,-13.498,-14.962,-16.508,-18.063,-19.827,-21.560,-23.218,-24.997,-26.684,-28.406,-30.118,-31.838,-33.679,-35.522,0
554,2026-03-03 20:36:00,12,17.60,100.00,979.70,-8.50,0,5.92,53.59,3.23,14.994,14.992,14.912,14.910,14.906,14.834,14.835,14.827,14.811,14.740,14.724,14.700,14.722,14.663,14.659,14.642,14.573,14.580,14.614,14.526,14.533,14.464,14.411,14.387,14.248,14.166,14.077,13.957,13.905,13.775,13.672,13.610,13.473,13.405,13.235,13.177,13.085,13.000,12.796,12.530,12.286,12.116,11.864,11.625,11.462,11.244,11.044,10.805,10.624,10.426,10.244,9.331,8.430,7.688,6.965,6.389,5.857,5.345,4.891,4.469,4.072,3.661,3.274,2.952,2.668,2.377,2.021,1.740,1.489,1.271,1.085,0.916,0.774,0.645,0.536,0.451,0.371,0.308,0.253,0.210,0.172,0.140,0.115,0
555,2026-03-03 20:36:00,13,17.60,100.00,979.70,-8.50,0,5.92,53.59,3.23,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.827,99.693,99.192,98.903,98.465,98.090,97.856,97.432,97.262,96.730,96.331,96.149,95.589,95.297,93.384,91.099,89.830,87.819,88.040,88.045,88.246,88.045,88.306,88.605,88.875,88.990,89.290,89.772,89.631,86.920,84.539,82.568,80.274,77.905,75.507,73.364,71.798,70.055,68.870,67.148,65.535,63.829,62.725,61.161,60.125,59.592,0
556,2026-03-03 20:36:00,14,17.60,100.00,979.70,-8.50,0,5.92,53.59,3.23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.040,0.103,0.137,0.190,0.233,0.257,0.304,0.319,0.376,0.414,0.429,0.484,0.509,0.665,0.829,0.876,0.972,0.872,0.799,0.715,0.667,0.594,0.526,0.460,0.406,0.355,0.305,0.276,0.305,0.319,0.315,0.313,0.308,0.298,0.281,0.254,0.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
557,2026-03-03 20:36:15,11,17.60,99.90,979.70,20.19,0,0.30,53.59,3.14,17.600,17.598,17.509,17.507,17.501,17.421,17.421,17.413,17.394,17.314,17.296,17.268,17.292,17.225,17.220,17.201,17.122,17.130,17.167,17.067,17.076,16.995,16.934,16.905,16.744,16.647,16.542,16.399,16.337,16.181,16.057,15.980,15.813,15.729,15.519,15.446,15.331,15.251,15.014,14.751,14.478,14.322,14.042,13.750,13.590,13.308,13.106,12.820,12.578,12.368,12.134,10.968,9.753,8.532,7.352,5.987,4.667,3.262,1.977,0.614,-0.690,-2.065,-3.471,-4.787,-6.087,-7.465,-9.034,-10.470,-12.009,-13.512,-14.977,-16.522,-18.077,-19.840,-21.574,-23.232,-25.011,-26.698,-28.420,-30.132,-31.852,-33.692,-35.535,0
558,2026-03-03 20:36:15,12,17.60,99.90,979.70,20.19,0,0.30,53.59,3.14,14.979,14.992,14.912,14.911,14.905,14.835,14.834,14.827,14.810,14.740,14.724,14.699,14.721,14.662,14.657,14.641,14.572,14.578,14.611,14.523,14.531,14.461,14.409,14.383,14.245,14.162,14.073,13.952,13.900,13.770,13.668,13.604,13.468,13.399,13.230,13.171,13.080,13.012,12.806,12.540,12.295,12.125,11.873,11.633,11.469,11.251,11.050,10.812,10.630,10.431,10.248,9.334,8.429,7.687,6.962,6.387,5.856,5.347,4.892,4.472,4.074,3.665,3.277,2.956,2.672,2.380,2.023,1.741,1.489,1.270,1.083,0.914,0.771,0.642,0.533,0.449,0.369,0.306,0.252,0.208,0.171,0.139,0.114,0
559,2026-03-03 20:36:15,13,17.60,99.90,979.70,20.19,0,0.30,53.59,3.14,99.900,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.964,99.815,99.318,99.020,98.583,98.208,97.963,97.541,97.368,96.827,96.430,96.242,95.682,95.384,93.452,91.140,89.853,87.819,88.060,88.087,88.324,88.138,88.417,88.735,89.036,89.156,89.477,89.979,89.840,87.094,84.659,82.627,80.298,77.866,75.401,73.197,71.601,69.804,68.609,66.860,65.176,63.450,62.328,60.709,59.707,59.180,0
560,2026-03-03 20:36:15,14,17.60,99.90,979.70,20.19,0,0.30,53.59,3.14,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.024,0.087,0.123,0.176,0.218,0.244,0.291,0.306,0.365,0.403,0.418,0.474,0.499,0.658,0.825,0.873,0.971,0.871,0.796,0.710,0.661,0.588,0.519,0.453,0.400,0.349,0.298,0.270,0.300,0.316,0.314,0.312,0.308,0.298,0.283,0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
561,2026-03-03 20:36:30,11,17.60,99.90,979.70,32.70,0,0.30,54.36,3.07,17.600,17.597,17.508,17.507,17.499,17.420,17.420,17.412,17.392,17.312,17.294,17.266,17.290,17.223,17.217,17.199,17.120,17.127,17.164,17.064,17.073,16.991,16.931,16.901,16.739,16.643,16.538,16.394,16.332,16.176,16.052,15.974,15.808,15.724,15.513,15.439,15.324,15.244,15.007,14.745,14.471,14.316,14.035,13.744,13.584,13.302,13.100,12.814,12.573,12.362,12.128,10.963,9.747,8.527,7.347,5.982,4.662,3.257,1.971,0.608,-0.696,-2.072,-3.478,-4.794,-6.094,-7.473,-9.042,-10.478,-12.018,-13.521,-14.985,-16.531,-18.086,-19.849,-21.583,-23.241,-25.019,-26.706,-28.428,-30.141,-31.860,-33.700,-35.542,0
562,2026-03-03 20:36:30,12,17.60,99.90,979.70,32.70,0,0.30,54.36,3.07,14.979,14.991,14.912,14.910,14.904,14.834,14.833,14.826,14.809,14.738,14.722,14.698,14.718,14.660,14.655,14.638,14.569,14.576,14.608,14.520,14.528,14.458,14.405,14.380,14.241,14.158,14.069,13.949,13.896,13.766,13.664,13.599,13.463,13.395,13.225,13.166,13.074,13.011,12.825,12.596,12.351,12.177,11.924,11.684,11.517,11.296,11.094,10.854,10.666,10.468,10.281,9.354,8.437,7.679,6.943,6.372,5.849,5.344,4.895,4.479,4.083,3.675,3.291,2.970,2.686,2.393,2.032,1.748,1.492,1.270,1.081,0.910,0.767,0.640,0.532,0.448,0.369,0.306,0.252,0.209,0.172,0.140,0.115,0
563,2026-03-03 20:36:30,13,17.60,99.90,979.70,32.70,0,0.30,54.36,3.07,99.900,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.799,99.506,99.045,98.670,98.427,97.985,97.787,97.244,96.842,96.602,96.055,95.727,93.689,91.259,89.792,87.607,87.890,88.004,88.317,88.218,88.587,88.962,89.347,89.566,89.948,90.511,90.397,87.576,85.068,82.882,80.402,77.806,75.158,72.880,71.387,69.628,68.523,66.895,65.257,63.644,62.639,61.071,60.223,59.742,0
564,2026-03-03 20:36:30,14,17.60,99.90,979.70,32.70,0,0.30,54.36,3.07,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.062,0.118,0.162,0.188,0.239,0.257,0.317,0.356,0.378,0.433,0.462,0.634,0.813,0.878,0.988,0.883,0.801,0.710,0.657,0.579,0.509,0.440,0.385,0.333,0.282,0.255,0.289,0.307,0.309,0.310,0.309,0.301,0.286,0.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
565,2026-03-03 20:36:45,11,17.60,99.70,979.80,35.50,0,0.30,54.76,3.15,17.600,17.596,17.510,17.508,17.498,17.421,17.420,17.411,17.390,17.312,17.292,17.264,17.286,17.220,17.213,17.195,17.117,17.123,17.157,17.058,17.067,16.984,16.924,16.892,16.731,16.634,16.527,16.385,16.320,16.166,16.041,15.961,15.795,15.711,15.501,15.426,15.311,15.230,14.992,14.731,14.458,14.301,14.021,13.731,13.570,13.289,13.085,12.801,12.560,12.348,12.114,10.948,9.731,8.513,7.333,5.967,4.646,3.241,1.952,0.590,-0.717,-2.093,-3.500,-4.817,-6.117,-7.497,-9.066,-10.505,-12.043,-13.547,-15.014,-16.559,-18.113,-19.874,-21.611,-23.268,-25.045,-26.733,-28.455,-30.167,-31.887,-33.725,-35.566,0
566,2026-03-03 20:36:45,12,17.60,99.70,979.80,35.50,0,0.30,54.76,3.15,14.949,14.990,14.913,14.912,14.903,14.834,14.833,14.825,14.807,14.738,14.720,14.696,14.715,14.657,14.651,14.635,14.567,14.572,14.602,14.516,14.524,14.452,14.400,14.372,14.234,14.151,14.061,13.941,13.887,13.757,13.654,13.588,13.453,13.384,13.215,13.155,13.063,12.999,12.795,12.527,12.284,12.112,11.862,11.625,11.460,11.239,11.038,10.803,10.614,10.421,10.235,9.317,8.411,7.656,6.926,6.352,5.831,5.328,4.881,4.466,4.069,3.664,3.283,2.963,2.681,2.388,2.028,1.742,1.485,1.262,1.071,0.900,0.757,0.632,0.524,0.441,0.364,0.301,0.248,0.206,0.169,0.138,0.113,0
567,2026-03-03 20:36:45,13,17.60,99.70,979.80,35.50,0,0.30,54.76,3.15,99.700,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.856,99.337,99.054,98.600,98.242,98.008,97.584,97.378,96.845,96.468,96.208,95.709,95.380,93.400,91.067,89.597,87.470,87.698,87.822,88.134,88.078,88.450,88.818,89.230,89.505,89.920,90.519,90.389,87.562,84.990,82.644,80.048,77.301,74.492,72.128,70.657,68.840,67.702,66.117,64.410,62.834,61.795,60.155,59.416,58.867,0
568,2026-03-03 20:36:45,14,17.60,99.70,979.80,35.50,0,0.30,54.76,3.15,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.084,0.118,0.173,0.214,0.238,0.286,0.305,0.362,0.398,0.421,0.470,0.499,0.663,0.830,0.894,0.998,0.896,0.813,0.721,0.664,0.586,0.514,0.444,0.386,0.333,0.282,0.255,0.289,0.308,0.312,0.315,0.315,0.308,0.293,0.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
